pin14,tri,pdir,pstreet,pcity,tcity,condo,av1,value,taxes,homeowner,white,black,hispanic,asian,medhinc,poverty,college,squarefoot,beds,walkscore,walkfac,elem_score,high_school_score,avg_school_score,appeal
2.30131E+13,Southwest Suburban Cook County,S,78TH,HICKORY HILLS,HICKORY HLS,Non-condo,23021,357000,5328.29,0,0.8541562,0.018136021,0.11851385,0.094206549,48039,0.1575672,0.126644,1472,3,63,Somewhat Walkable,4,7,6,NA
2.82612E+13,Southwest Suburban Cook County,NA,GLEN OAKS,COUNTRY CLUB HILLS,CNTRY CL HLS,Non-condo,10627,150000,2498.5701,1,0.1180369,0.83288556,0.035464805,0.025255239,48711,0.10629418,0.13048293,1157,5,41,Car-Dependent,4,1,3,NA
1.20212E+13,Northwest Suburban Cook County,NA,GRANVILLE,PARK RIDGE,PARK RIDGE,Non-condo,51202,615000,9633.6904,0,0.9275434,0.00248139,0.053598017,0.054094292,87339,0.01521511,0.3798531,2664,4,62,Somewhat Walkable,8,10,9,NA
3.11521E+13,Southwest Suburban Cook County,NA,BLACKSTONE,MATTESON,MATTESON,Non-condo,13470,120000,4236.6201,0,0.13327803,0.81515276,0.039540991,0.027789298,80137,0.066568702,0.23306392,1120,3,34,Car-Dependent,2,1,2,NA
2.53121E+13,Southwest Suburban Cook County,NA,LINCOLN,BLUE ISLAND,BLUE ISLAND,Non-condo,12771,155000,3570.6399,0,0.35803586,0.30712086,0.50443923,0.29896721,43079,0.22641842,0.041118857,1734,3,58,Somewhat Walkable,2,2,2,NA
2.80841E+13,Southwest Suburban Cook County,NA,PARKSIDE,OAK FOREST,OAK FOREST,Non-condo,20498,227000,3470.52,0,0.90967572,0.024156492,0.076014176,0.050413549,78859,0.061526582,0.22769983,1283,3,28,Car-Dependent,3,7,5,NA
1.8174E+13,Southwest Suburban Cook County,NA,60TH,LA GRANGE,LA GRANGE,Non-condo,32122,318000,3470.46,1,0.87779111,0.047539014,0.11860745,0.058103241,61446,0.10669886,0.23584792,1012,3,17,Car-Dependent,3,7,5,NA
1.2321E+13,Northwest Suburban Cook County,N,WOLF,NORTHLAKE,NORTHLAKE,Non-condo,19034,207000,2829.6499,1,0.72717172,0.011113169,0.46527135,0.22985739,61858,0.077201679,0.05623332,864,2,23,Car-Dependent,6,5,6,NA
2.81411E+13,Southwest Suburban Cook County,NA,LAWNDALE,MIDLOTHIAN,MIDLOTHIAN,Non-condo,15450,197000,2618.6399,0,0.65632248,0.17067951,0.25700018,0.14446227,55988,0.27345985,0.10813621,1063,3,21,Car-Dependent,4,2,3,NA
3.30732E+13,Southwest Suburban Cook County,NA,LAKE LYNWOOD,LYNWOOD,LYNWOOD,Non-condo,19492,247000,3648.2,1,0.34585676,0.59445226,0.07970506,0.0332397,44395,0.29113361,0.13905884,1810,3,20,Car-Dependent,1,5,3,NA
3.22941E+13,Southwest Suburban Cook County,NA,28TH,SOUTH CHICAGO HEIGHTS,FRANKFORT,Non-condo,7905,62000,2269.23,0,0.63434637,0.16594307,0.35214666,0.17028461,49653,0.15979631,0.066440351,1209,2,64,Somewhat Walkable,3,1,2,NA
1.63221E+13,Southwest Suburban Cook County,S,58TH,CICERO,CICERO,Non-condo,9775,96500,4635.2998,0,0.62215835,0.013326366,0.80572248,0.31225502,52822,0.11946555,0.070474193,840,2,72,Very Walkable,5,1,3,NA
2.53031E+13,Southwest Suburban Cook County,NA,VINCENNES,BLUE ISLAND,BLUE ISLAND,Non-condo,12906,95000,3918.4099,0,0.31101117,0.47159752,0.38664001,0.19007163,37371,0.14756119,0.079767562,950,2,64,Somewhat Walkable,3,4,4,NA
2.91432E+13,Southwest Suburban Cook County,NA,WOODLAWN EAST,SOUTH HOLLAND,SO HOLLAND,Non-condo,18572,220000,4764.0601,1,0.15302807,0.78877401,0.056425408,0.037223041,76005,0.089412436,0.24411014,1562,5,51,Somewhat Walkable,2,1,2,NA
1.03311E+13,Northwest Suburban Cook County,NA,LARAMIE,SKOKIE,SKOKIE,Non-condo,46930,440000,10526.88,1,0.71417683,0.012957317,0.096798778,0.24885671,68611,0.043437205,0.2168083,3265,6,56,Somewhat Walkable,9,6,8,NA
2.83441E+13,Southwest Suburban Cook County,NA,181ST,COUNTRY CLUB HILLS,CNTRY CLB HL,Non-condo,10005,118600,2623.3701,1,0.10660633,0.8566516,0.022624435,0.018280543,57369,0.11017109,0.20605376,1843,3,50,Car-Dependent,4,1,3,NA
1.53423E+13,Southwest Suburban Cook County,NA,PRAIRIE,BROOKFIELD,BROOKFIELD,Non-condo,17281,232500,5244.4102,1,0.90041381,0.024,0.14399999,0.043310344,79911,0.042969286,0.24321719,935,2,70,Very Walkable,6,10,8,NA
1.6064E+13,Southwest Suburban Cook County,N,OAK PARK,OAK PARK,OAK PARK,Non-condo,38278,581000,9740.2197,1,0.86078489,0.071612716,0.039243769,0.041535378,159800,0.012016413,0.54132473,2049,4,51,Somewhat Walkable,8,10,9,NA
2.8094E+13,Southwest Suburban Cook County,W,149TH,OAK FOREST,OAK FOREST,Non-condo,24146,270000,4405.7798,1,0.83896106,0.052559204,0.12452254,0.081588998,64583,0.10933802,0.14186455,1548,3,37,Car-Dependent,3,7,5,NA
2.30221E+13,Southwest Suburban Cook County,NA,84TH,HICKORY HILLS,HICKORY HLS,Non-condo,19772,177000,4883.73,0,0.88155043,0.038977914,0.12407969,0.061931573,54318,0.2059609,0.15767546,1060,3,30,Car-Dependent,4,7,6,NA
2.90732E+13,Southwest Suburban Cook County,NA,LEAVITT,HARVEY,HARVEY,Non-condo,4718,90000,672.83002,1,0.030095037,0.90021122,0.074973598,0.042238649,31111,0.31115937,0.080369264,1025,3,57,Somewhat Walkable,2,1,2,NA
1.93331E+13,Southwest Suburban Cook County,S,LARAMIE,BURBANK,BURBANK,Non-condo,12903,285000,1869.39,1,0.80539298,0.029055184,0.26212373,0.14318562,64484,0.13616569,0.11386086,1292,3,53,Somewhat Walkable,4,6,5,NA
1.52922E+13,Southwest Suburban Cook County,NA,FLEET,WESTCHESTER,WESTCHESTER,Non-condo,21979,215000,5572.6299,1,0.84019709,0.078669481,0.094684973,0.066173881,74207,0.031723272,0.28783941,1484,4,35,Car-Dependent,4,4,4,NA
2.72331E+13,Southwest Suburban Cook County,NA,88TH,ORLAND PARK,ORLAND PARK,Non-condo,16050,180000,3187.6201,0,0.92627597,0.011972275,0.066792689,0.036546946,81291,0.021951586,0.22252293,1387,3,26,Car-Dependent,8,10,9,NA
1.83511E+13,Southwest Suburban Cook County,NA,84TH,JUSTICE,JUSTICE,Non-condo,12665,130000,2335.3401,1,0.87835371,0.038030736,0.12216723,0.051836416,37639,0.18828025,0.1021656,1370,3,13,Car-Dependent,4,7,6,NA
1.02233E+13,Northwest Suburban Cook County,NA,KOLMAR,SKOKIE,EVANSTON,Non-condo,27483,230000,8533.1201,0,0.56366986,0.088524088,0.11890151,0.29334152,59051,0.16982958,0.27729404,1276,3,84,Very Walkable,9,6,8,NA
2.22821E+13,Southwest Suburban Cook County,NA,COUNTRY,LEMONT,LEMONT,Non-condo,36621,325000,5541.02,0,0.95959598,0.000789141,0.049873736,0.025568182,88200,0.003603604,0.25634727,1850,3,12,Car-Dependent,6,7,7,NA
2.81712E+13,Southwest Suburban Cook County,NA,LAS ROBLES,OAK FOREST,OAK FOREST,Non-condo,21652,225000,4583.6099,1,0.90967572,0.024156492,0.076014176,0.050413549,78859,0.061526582,0.22769983,1238,4,17,Car-Dependent,3,7,5,NA
2.73131E+13,Southwest Suburban Cook County,NA,HIDDEN VALLEY,ORLAND PARK,ORLAND PARK,Non-condo,35754,410000,8051.0898,1,0.90995592,0.014977974,0.053039648,0.060088105,103532,0.032865047,0.25627926,2493,3,16,Car-Dependent,8,10,9,NA
2.7302E+13,Southwest Suburban Cook County,NA,STEEPLECHASE,ORLAND PARK,ORLAND PK,Non-condo,45542,413000,10998.74,1,0.90995592,0.014977974,0.053039648,0.060088105,103532,0.032865047,0.25627926,3450,4,2,Car-Dependent,8,10,9,0
3.21613E+13,Southwest Suburban Cook County,NA,UNION,CHICAGO HEIGHTS,CHICAGO HTS,Non-condo,4937,110000,1253.91,1,0.34107143,0.33010203,0.52270406,0.28443879,38179,0.24602468,0.080905735,1027,3,27,Car-Dependent,3,1,2,NA
2.90342E+13,Southwest Suburban Cook County,NA,CHICAGO,DOLTON,CHICAGO,Non-condo,8031,73900,2044.48,1,0.070080861,0.89336252,0.035882749,0.019204851,45379,0.25886926,0.10124737,770,2,54,Somewhat Walkable,3,1,2,NA
2.41041E+13,Southwest Suburban Cook County,S,KOSTNER,OAK LAWN,OAK LAWN,Non-condo,25096,217000,4963.1401,0,0.82536715,0.089452602,0.12389853,0.069692925,46828,0.043916084,0.19300699,1699,3,45,Car-Dependent,5,5,5,NA
1.50346E+13,Southwest Suburban Cook County,N,11TH,MELROSE PARK,MELROSE PARK,Non-condo,16424,175000,4610.0498,0,0.55835605,0.055177111,0.77520436,0.35626704,50524,0.13251619,0.031914894,1263,3,75,Very Walkable,4,1,3,NA
1.80622E+13,Southwest Suburban Cook County,NA,WOODLAND,WESTERN SPRINGS,WESTERN SPGS,Non-condo,49574,375000,8976.1299,1,0.97082227,0.001705191,0.021788556,0.018378174,148750,0.009683851,0.48362291,2256,4,59,Somewhat Walkable,8,10,9,NA
2.83442E+13,Southwest Suburban Cook County,NA,183RD,COUNTRY CLUB HILLS,CNTRY CL HLS,Non-condo,12790,135000,4162.9199,0,0.10660633,0.8566516,0.022624435,0.018280543,57369,0.11017109,0.20605376,1232,3,54,Somewhat Walkable,4,1,3,NA
1.60632E+13,Southwest Suburban Cook County,NA,SCHNEIDER,OAK PARK,OAK PARK,Non-condo,26176,362000,6496.2598,1,0.75621009,0.15365507,0.069907732,0.058197305,106447,0.031575169,0.49120918,1794,3,74,Very Walkable,7,10,9,NA
1.22832E+13,Northwest Suburban Cook County,NA,ERNST,FRANKLIN PARK,CHICAGO,Non-condo,19854,155000,5863.7202,1,0.72682154,0.018497631,0.4137153,0.23212272,56591,0.11751638,0.088637121,1001,3,74,Very Walkable,4,8,6,NA
1.83332E+13,Southwest Suburban Cook County,S,CLIFF,WILLOW SPRINGS,WILLOW SPGS,Non-condo,35455,425000,13281.1,1,0.88383561,0.049315069,0.10931507,0.048219178,59192,0.099757999,0.17477816,2598,3,35,Car-Dependent,6,7,7,NA
2.3023E+13,Southwest Suburban Cook County,S,85TH,HICKORY HILLS,ORLAND PARK,Non-condo,45288,450000,10577.64,0,0.88155043,0.038977914,0.12407969,0.061931573,54318,0.2059609,0.15767546,5670,12,57,Somewhat Walkable,4,7,6,NA
1.03331E+13,Northwest Suburban Cook County,NA,MINNEHAHA,LINCOLNWOOD,LINCOLNWOOD,Non-condo,63103,862000,13623.19,0,0.73760432,0.005891016,0.063328423,0.23784977,107429,0.03706865,0.3904402,1602,4,67,Somewhat Walkable,9,6,8,NA
1.52911E+13,Southwest Suburban Cook County,W,MARTINDALE,WESTCHESTER,WESTCHESTER,Non-condo,21055,300450,3680.1899,1,0.84019709,0.078669481,0.094684973,0.066173881,74207,0.031723272,0.28783941,1345,3,38,Car-Dependent,4,4,4,NA
1.01231E+13,Northwest Suburban Cook County,NA,GRANT,EVANSTON,EVANSTON,Non-condo,45053,405000,10055.95,1,0.89371127,0.040153529,0.022438737,0.040744022,103266,0.022339968,0.52327079,1364,3,53,Somewhat Walkable,7,9,8,NA
3.33111E+13,Southwest Suburban Cook County,NA,226TH,SAUK VILLAGE,SAUK VILLAGE,Non-condo,8264,107000,1889.55,1,0.30516982,0.60147232,0.10941944,0.052702025,46429,0.27526954,0.059973046,899,3,26,Car-Dependent,1,5,3,NA
2.91741E+13,Southwest Suburban Cook County,NA,WILLARD,HARVEY,HARVEY,Non-condo,6293,95000,1703.4399,1,0.18561873,0.54570794,0.37978446,0.25287998,32889,0.32845056,0.034209806,1880,4,65,Somewhat Walkable,3,1,2,NA
1.50521E+13,Southwest Suburban Cook County,NA,MORSE,NORTHLAKE,NORTHLAKE,Non-condo,14208,143000,1862.12,1,0.57137769,0.04271983,0.72837311,0.34175864,51645,0.10573,0.05499379,1025,3,57,Somewhat Walkable,3,5,4,NA
2.22941E+13,Southwest Suburban Cook County,NA,KIM,LEMONT,LEMONT,Non-condo,15685,170000,2801.3401,0,0.95959598,0.000789141,0.049873736,0.025568182,88200,0.003603604,0.25634727,905,2,42,Car-Dependent,6,7,7,NA
2.2281E+13,Southwest Suburban Cook County,NA,MCCARTHY,LEMONT,LEMONT,Non-condo,19333,270000,3452.8501,0,0.95829457,0.005957922,0.048221931,0.026624465,91146,0.040505864,0.27785924,1465,4,21,Car-Dependent,6,7,7,NA
1.01132E+13,Northwest Suburban Cook County,NA,GRANT,EVANSTON,EVANSTON,Non-condo,96169,792500,17113.891,1,0.92404425,0.020120725,0.027665995,0.035714287,119688,0.010444529,0.53802061,3476,5,43,Car-Dependent,6,9,8,NA
3.11231E+13,Southwest Suburban Cook County,NA,HEATHER,FLOSSMOOR,FLOSSMOOR,Non-condo,25061,354900,4233.8799,1,0.52712607,0.40967742,0.032404691,0.034457479,91637,0.037649151,0.38182762,2002,4,48,Car-Dependent,2,1,2,NA
3.10111E+13,Southwest Suburban Cook County,NA,ELLIOT,HOMEWOOD,HOMEWOOD,Non-condo,30242,350000,7562.1099,1,0.52712607,0.40967742,0.032404691,0.034457479,91637,0.037649151,0.38182762,2459,4,48,Car-Dependent,2,1,2,NA
2.40421E+13,Southwest Suburban Cook County,NA,51ST,OAK LAWN,OAK LAWN,Non-condo,13330,189900,2752.4099,0,0.85691965,0.033035714,0.17566964,0.084598213,66369,0.10906672,0.13589005,1125,3,70,Very Walkable,6,6,6,NA
3.12444E+13,Southwest Suburban Cook County,NA,LARUE,PARK FOREST,PARK FOREST,Non-condo,8747,110000,3072.7,0,0.24612634,0.68742549,0.06227652,0.025327772,73088,0.14511873,0.15772501,1551,4,50,Car-Dependent,2,1,2,NA
1.52911E+13,Southwest Suburban Cook County,NA,WINDSOR,WESTCHESTER,WESTCHESTER,Non-condo,26099,235000,3485.97,1,0.84019709,0.078669481,0.094684973,0.066173881,74207,0.031723272,0.28783941,1398,3,33,Car-Dependent,4,4,4,NA
3.12012E+13,Southwest Suburban Cook County,NA,DONNINGTON,MATTESON,MATTESON,Non-condo,32402,245000,12425.9,1,0.050093926,0.90707576,0.03068253,0.023043206,70385,0.14587866,0.17790669,3248,4,4,Car-Dependent,4,1,3,NA
1.1183E+13,Northwest Suburban Cook County,NA,CHURCH,EVANSTON,EVANSTON,Non-condo,57308,800000,12227.35,1,0.75858313,0.084468663,0.047956403,0.13106267,60763,0.087799318,0.52366018,2778,3,89,Very Walkable,7,9,8,NA
1.02022E+13,Northwest Suburban Cook County,NA,MENARD,MORTON GROVE,MORTON GROVE,Non-condo,27567,270000,7855.6299,0,0.65955555,0.011733334,0.063822225,0.30453333,70335,0.095450491,0.32595897,1567,4,79,Very Walkable,7,10,9,NA
2.72231E+13,Southwest Suburban Cook County,NA,PARK,ORLAND HILLS,ORLAND HILLS,Non-condo,30031,260900,8637.3701,0,0.82401091,0.070693292,0.10517177,0.083095625,71331,0.063336931,0.18607603,2250,4,41,Car-Dependent,8,10,9,NA
2.81442E+13,Southwest Suburban Cook County,NA,ST LOUIS,MARKHAM,MARKHAM,Non-condo,6354,114000,2108.8,0,0.24293602,0.65086067,0.14290354,0.085092559,63864,0.12451722,0.10721458,1343,3,41,Car-Dependent,4,1,3,NA
1.61941E+13,Southwest Suburban Cook County,NA,ELMWOOD,BERWYN,BERWYN,Non-condo,27851,195000,6377.7598,0,0.5010516,0.1515936,0.56511891,0.30254003,43581,0.16193227,0.071256623,2112,4,85,Very Walkable,3,1,2,NA
2.22044E+13,Southwest Suburban Cook County,NA,MCCARTHY,LEMONT,LEMONT,Non-condo,17367,260000,2547,1,0.95829457,0.005957922,0.048221931,0.026624465,91146,0.040505864,0.27785924,1392,4,40,Car-Dependent,6,6,6,NA
2.90432E+13,Southwest Suburban Cook County,NA,NORMAL,RIVERDALE,RIVERDALE,Non-condo,8831,96900,3025.22,0,0.03824744,0.94271863,0.014544802,0.005027833,39133,0.16306646,0.10056071,1067,3,36,Car-Dependent,1,1,1,NA
1.50312E+13,Southwest Suburban Cook County,N,24TH,MELROSE PARK,MELROSE PK,Non-condo,20893,297000,3055.0801,0,0.58999997,0.027708333,0.63999999,0.34645835,54353,0.12150493,0.074629933,935,2,74,Very Walkable,2,8,5,NA
1.80532E+13,Southwest Suburban Cook County,NA,FRANKLIN,WESTERN SPRINGS,WESTERN SPRI,Non-condo,76010,1465000,14549.12,0,0.97082227,0.001705191,0.021788556,0.018378174,148750,0.009683851,0.48362291,748,2,54,Somewhat Walkable,8,10,9,14194
1.52742E+13,Southwest Suburban Cook County,NA,SUNNYSIDE,BROOKFIELD,BROOKFIELD,Non-condo,15756,218500,3351.3201,0,0.90041381,0.024,0.14399999,0.043310344,79911,0.042969286,0.24321719,1014,2,80,Very Walkable,6,10,8,NA
1.61813E+13,Southwest Suburban Cook County,S,MAPLE,OAK PARK,OAK PARK,Non-condo,30118,352500,8945.8896,1,0.7784797,0.12192041,0.056854073,0.055590652,105848,0.070008457,0.48667511,1603,3,74,Very Walkable,2,10,6,NA
2.73531E+13,Southwest Suburban Cook County,NA,SEMMLER,TINLEY PARK,TINLEY PK,Non-condo,32028,363000,5654.2798,1,0.91203892,0.013173895,0.058167815,0.062525332,100814,0.011878552,0.28242281,2753,4,18,Car-Dependent,3,7,5,NA
1.21531E+13,Northwest Suburban Cook County,NA,IRVING PARK,SCHILLER PARK,SCHILLER PK,Non-condo,64512,600000,12751.13,0,0.79881763,0.020064494,0.22948764,0.15621641,42468,0.12773167,0.15212604,8352,6,63,Somewhat Walkable,7,6,7,NA
1.21131E+13,Northwest Suburban Cook County,N,CLIFTON,NORRIDGE,NORRIDGE,Non-condo,40503,324000,8411.3701,1,0.91905707,0.010508378,0.057654075,0.061062198,47792,0.081608862,0.12882541,1827,3,73,Very Walkable,8,8,8,NA
1.03542E+13,Northwest Suburban Cook County,N,CHRISTIANA,LINCOLNWOOD,SKOKIE,Non-condo,16990,475000,2897.0801,1,0.64291579,0.014784394,0.077002056,0.30739221,75066,0.1027891,0.33782512,1338,3,75,Very Walkable,8,4,6,NA
1.03323E+13,Northwest Suburban Cook County,NA,PRATT,SKOKIE,SKOKIE,Non-condo,35674,486000,5577,1,0.71417683,0.012957317,0.096798778,0.24885671,68611,0.043437205,0.2168083,1466,3,51,Somewhat Walkable,9,6,8,NA
3.20833E+13,Southwest Suburban Cook County,NA,PLEASANT,CHICAGO HEIGHTS,CHICAGO HTS,Non-condo,13914,177000,3909.49,0,0.54518014,0.35238478,0.12316361,0.071241699,79306,0.086805552,0.26572713,1306,3,32,Car-Dependent,3,1,2,NA
1.80922E+13,Southwest Suburban Cook County,NA,8TH,LA GRANGE,LAGRANGE,Non-condo,37431,525000,8438.46,1,0.95486283,0.008478803,0.046882793,0.019201996,125982,0.02724319,0.40189952,1578,3,58,Somewhat Walkable,8,10,9,NA
2.23312E+13,Southwest Suburban Cook County,NA,MARIAN,LEMONT,LEMONT,Non-condo,27889,295000,3219.24,1,0.93948799,0.013964313,0.052754074,0.0320662,100774,0.01557712,0.29213482,1436,3,13,Car-Dependent,8,6,7,NA
2.8203E+13,Southwest Suburban Cook County,NA,RIDGELAND,TINLEY PARK,TINLEY PARK,Non-condo,28112,322000,5405.2202,1,0.89867109,0.023255814,0.082819171,0.065733269,66696,0.057627514,0.17845939,1817,3,14,Car-Dependent,4,7,6,NA
2.90741E+13,Southwest Suburban Cook County,NA,WINCHESTER,HARVEY,HARVEY,Non-condo,9432,135000,4118.8599,0,0.030095037,0.90021122,0.074973598,0.042238649,31111,0.31115937,0.080369264,1166,3,61,Somewhat Walkable,2,1,2,NA
1.6193E+13,Southwest Suburban Cook County,NA,HOME,BERWYN,ADDISON,Non-condo,16788,183400,6968.04,0,0.61398083,0.09279307,0.57160532,0.26229507,55258,0.093225703,0.15685344,1940,4,70,Very Walkable,6,2,4,NA
2.72121E+13,Southwest Suburban Cook County,NA,HILLCREST,ORLAND PARK,ORLAND PK,Non-condo,26137,284000,5543.71,1,0.90092164,0.022695852,0.035483871,0.063364059,76288,0.060170423,0.29517129,1855,2,40,Car-Dependent,8,10,9,NA
2.9131E+13,Southwest Suburban Cook County,NA,CLYDE,DOLTON,MATTESON,Non-condo,12194,100000,4193.6899,0,0.14182425,0.82424915,0.040322579,0.012513904,31319,0.19445968,0.17718047,620,2,11,Car-Dependent,2,1,2,NA
2.91521E+13,Southwest Suburban Cook County,E,154TH,SOUTH HOLLAND,SO HOLLAND,Non-condo,9882,158000,2079.98,1,0.12462083,0.82355917,0.064459048,0.031092012,62404,0.083386295,0.15075633,1120,3,63,Somewhat Walkable,2,1,2,NA
1.50121E+13,Southwest Suburban Cook County,NA,LE MOYNE,RIVER FOREST,RIVER FOREST,Non-condo,21735,202500,3563.52,1,0.8372255,0.073544793,0.071627744,0.068490766,141927,0.051012628,0.40860945,1022,3,74,Very Walkable,10,8,9,NA
2.81042E+13,Southwest Suburban Cook County,S,KEELER,MIDLOTHIAN,MIDLOTHIAN,Non-condo,12858,166900,2290.8101,1,0.83896106,0.052559204,0.12452254,0.081588998,64583,0.10933802,0.14186455,893,3,21,Car-Dependent,4,2,3,NA
1.51532E+13,Southwest Suburban Cook County,S,22ND,BROADVIEW,BROADVIEW,Non-condo,13659,152000,2717.5,1,0.43646669,0.46362779,0.14785074,0.077704296,53163,0.078869924,0.12077693,1329,3,50,Somewhat Walkable,2,4,3,NA
1.5081E+13,Southwest Suburban Cook County,NA,52ND,BELLWOOD,BELLWOOD,Non-condo,14630,139000,4327.7998,0,0.20237893,0.59694135,0.33067119,0.17213254,57344,0.12983707,0.10505771,1129,3,59,Somewhat Walkable,1,4,3,NA
1.60612E+13,Southwest Suburban Cook County,NA,FOREST,OAK PARK,OAK PARK,Non-condo,50998,604000,8363.54,1,0.79020804,0.12937595,0.048198882,0.049213596,164598,0.026938571,0.51636457,2294,4,53,Somewhat Walkable,8,10,9,NA
1.5302E+13,Southwest Suburban Cook County,NA,CHESAPEAKE,WESTCHESTER,CAROL STREAM,Non-condo,47269,400000,10703.6,0,0.84019709,0.078669481,0.094684973,0.066173881,74207,0.031723272,0.28783941,2740,3,39,Car-Dependent,4,4,4,NA
1.01132E+13,Northwest Suburban Cook County,NA,SIMPSON,EVANSTON,EVANSTON,Non-condo,14761,329000,3128.3,1,0.92404425,0.020120725,0.027665995,0.035714287,119688,0.010444529,0.53802061,1504,4,48,Car-Dependent,6,7,7,NA
1.61922E+13,Southwest Suburban Cook County,NA,ELMWOOD,BERWYN,BERWYN,Non-condo,19658,195000,4918.9302,0,0.55687577,0.073562816,0.6501835,0.32902324,54091,0.080845118,0.082765847,916,2,85,Very Walkable,3,1,2,NA
2.9084E+13,Southwest Suburban Cook County,E,148TH,HARVEY,HARVEY,Non-condo,6918,40000,3688.7,0,0.028718704,0.90132546,0.04933726,0.050810013,27095,0.25086981,0.088994689,1122,3,56,Somewhat Walkable,2,1,2,NA
2.40422E+13,Southwest Suburban Cook County,NA,50TH,OAK LAWN,OAK LAWN,Non-condo,20377,254000,3696.0801,0,0.85691965,0.033035714,0.17566964,0.084598213,66369,0.10906672,0.13589005,1891,4,68,Somewhat Walkable,6,6,6,NA
2.40423E+13,Southwest Suburban Cook County,NA,OTTO,OAK LAWN,OAK LAWN,Non-condo,20399,249000,2825.3799,1,0.85691965,0.033035714,0.17566964,0.084598213,66369,0.10906672,0.13589005,1440,3,41,Car-Dependent,6,6,6,NA
3.10322E+13,Southwest Suburban Cook County,NA,MAPLE,COUNTRY CLUB HILLS,CNTRY CL HLS,Non-condo,25819,285000,8527.8799,1,0.30946934,0.63346297,0.034194876,0.035681609,67517,0.073828518,0.25519723,3065,4,19,Car-Dependent,2,1,2,NA
1.02522E+13,Northwest Suburban Cook County,NA,DEWEY,EVANSTON,EVANSTON,Non-condo,20016,238000,4061.04,1,0.46551725,0.33983007,0.19165418,0.14417791,65000,0.077783562,0.32622269,1043,2,75,Very Walkable,7,1,4,NA
2.81132E+13,Southwest Suburban Cook County,NA,AVERS,MIDLOTHIAN,MIDLOTHIAN,Non-condo,5961,154900,778.53003,1,0.65632248,0.17067951,0.25700018,0.14446227,55988,0.27345985,0.10813621,1032,3,48,Car-Dependent,4,2,3,NA
1.62033E+13,Southwest Suburban Cook County,NA,CUYLER,BERWYN,BERWYN,Non-condo,16102,271500,6683.2402,0,0.50012106,0.093681917,0.69910431,0.36189786,44655,0.28507161,0.10039067,1882,4,74,Very Walkable,3,1,2,NA
2.83412E+13,Southwest Suburban Cook County,NA,HAWTHORNE,COUNTRY CLUB HILLS,CTRY CL HLS,Non-condo,15047,184000,2885.5,0,0.10660633,0.8566516,0.022624435,0.018280543,57369,0.11017109,0.20605376,1229,3,25,Car-Dependent,4,1,3,NA
2.73441E+13,Southwest Suburban Cook County,NA,FLAMINGO,TINLEY PARK,TINLEY PARK,Non-condo,36509,385000,11133.91,1,0.91203892,0.013173895,0.058167815,0.062525332,100814,0.011878552,0.28242281,3397,4,17,Car-Dependent,3,7,5,NA
2.31341E+13,Southwest Suburban Cook County,W,110TH,WORTH,WORTH,Non-condo,15261,193000,3326.6399,0,0.8853606,0.031485468,0.10522067,0.05812702,50015,0.1697479,0.074509807,1226,3,72,Very Walkable,6,6,6,NA
1.80742E+13,Southwest Suburban Cook County,NA,LAWN,WESTERN SPRINGS,WESTERN SPGS,Non-condo,31125,305000,5894.2402,0,0.96564603,0.004480956,0.031366691,0.019790888,124028,0.007098823,0.49617037,1594,3,34,Car-Dependent,8,10,9,NA
1.01042E+13,Northwest Suburban Cook County,NA,KARLOV,SKOKIE,SKOKIE,Non-condo,33546,320000,7769.0698,0,0.77432525,0.071898393,0.051939216,0.12973464,119200,0.02882883,0.50225228,1352,4,54,Somewhat Walkable,6,7,7,NA
2.93121E+13,Southwest Suburban Cook County,NA,HIGHLAND,HOMEWOOD,HOMEWOOD,Non-condo,18092,226000,5880.4502,0,0.74176729,0.19264545,0.066959389,0.032930844,61833,0.087965459,0.23745278,1568,4,48,Car-Dependent,2,1,2,NA
3.12741E+13,Southwest Suburban Cook County,NA,GREENBRIER,RICHTON PARK,SOUTH BEND,Non-condo,9708,63000,3360.8999,0,0.16491367,0.78507638,0.045445524,0.029569359,51250,0.18459539,0.14299643,900,2,56,Somewhat Walkable,2,1,2,NA
2.91221E+13,Southwest Suburban Cook County,NA,YATES,CALUMET CITY,CALUMET CITY,Non-condo,20396,285000,6219.3398,1,0.10102564,0.82119656,0.11623932,0.063931622,45259,0.15861072,0.11538833,3680,9,74,Very Walkable,1,4,3,NA
2.70231E+13,Southwest Suburban Cook County,NA,141ST,ORLAND PARK,ORLAND PK,Non-condo,25385,319900,4153.3101,1,0.93221331,0.008035062,0.057852447,0.047626004,94395,0.015191353,0.28425357,1357,3,28,Car-Dependent,8,10,9,NA
3.13641E+13,Southwest Suburban Cook County,NA,OSWEGO,PARK FOREST,PARK FOREST,Non-condo,8510,104000,3023.8899,1,0.44531778,0.4756344,0.078374133,0.033460587,48799,0.20448768,0.1618216,974,2,36,Car-Dependent,2,1,2,NA
2.3144E+13,Southwest Suburban Cook County,W,VALLEY,PALOS HILLS,PALOS HILLS,Non-condo,27452,218000,6192.3599,1,0.93599731,0.012868269,0.047409415,0.031832036,54205,0.063513741,0.21546867,1847,3,40,Car-Dependent,6,6,6,NA
